1 0 0
0.924 -0.383 0
0.707 -0.707 0
0.383 -0.924 0
0 -1 0
-0.383 -0.924 0
-0.707 -0.707 0
-0.924 -0.383 0
-1 0 0
-0.924 0.383 0
-0.707 0.707 0
-0.383 0.924 0
0 1 0
0.383 0.924 0
0.707 0.707 0
0.924 0.383 0
1 0 0

1.076 0 0.673
0.994 -0.412 0.673
0.761 -0.761 0.673
0.412 -0.994 0.673
0 -1.076 0.673
-0.412 -0.994 0.673
-0.761 -0.761 0.673
-0.994 -0.412 0.673
-1.076 0 0.673
-0.994 0.412 0.673
-0.761 0.761 0.673
-0.412 0.994 0.673
0 1.076 0.673
0.412 0.994 0.673
0.761 0.761 0.673
0.994 0.412 0.673
1.076 0 0.673

1.304 0 1.315
1.205 -0.499 1.315
0.922 -0.922 1.315
0.499 -1.205 1.315
0 -1.304 1.315
-0.499 -1.205 1.315
-0.922 -0.922 1.315
-1.205 -0.499 1.315
-1.304 0 1.315
-1.205 0.499 1.315
-0.922 0.922 1.315
-0.499 1.205 1.315
0 1.304 1.315
0.499 1.205 1.315
0.922 0.922 1.315
1.205 0.499 1.315
1.304 0 1.315

1.757 0 2.206
1.623 -0.672 2.206
1.242 -1.242 2.206
0.672 -1.623 2.206
0 -1.757 2.206
-0.672 -1.623 2.206
-1.242 -1.242 2.206
-1.623 -0.672 2.206
-1.757 0 2.206
-1.623 0.672 2.206
-1.242 1.242 2.206
-0.672 1.623 2.206
0 1.757 2.206
0.672 1.623 2.206
1.242 1.242 2.206
1.623 0.672 2.206
1.757 0 2.206

2.21 0 3.097
2.042 -0.846 3.097
1.563 -1.563 3.097
0.846 -2.042 3.097
0 -2.21 3.097
-0.846 -2.042 3.097
-1.563 -1.563 3.097
-2.042 -0.846 3.097
-2.21 0 3.097
-2.042 0.846 3.097
-1.563 1.563 3.097
-0.846 2.042 3.097
0 2.21 3.097
0.846 2.042 3.097
1.563 1.563 3.097
2.042 0.846 3.097
2.21 0 3.097

2.663 0 3.988
2.46 -1.019 3.988
1.883 -1.883 3.988
1.019 -2.46 3.988
0 -2.663 3.988
-1.019 -2.46 3.988
-1.883 -1.883 3.988
-2.46 -1.019 3.988
-2.663 0 3.988
-2.46 1.019 3.988
-1.883 1.883 3.988
-1.019 2.46 3.988
0 2.663 3.988
1.019 2.46 3.988
1.883 1.883 3.988
2.46 1.019 3.988
2.663 0 3.988

3.116 0 4.879
2.879 -1.192 4.879
2.203 -2.203 4.879
1.192 -2.879 4.879
0 -3.116 4.879
-1.192 -2.879 4.879
-2.203 -2.203 4.879
-2.879 -1.192 4.879
-3.116 0 4.879
-2.879 1.192 4.879
-2.203 2.203 4.879
-1.192 2.879 4.879
0 3.116 4.879
1.192 2.879 4.879
2.203 2.203 4.879
2.879 1.192 4.879
3.116 0 4.879

3.569 0 5.77
3.297 -1.366 5.77
2.524 -2.524 5.77
1.366 -3.297 5.77
0 -3.569 5.77
-1.366 -3.297 5.77
-2.524 -2.524 5.77
-3.297 -1.366 5.77
-3.569 0 5.77
-3.297 1.366 5.77
-2.524 2.524 5.77
-1.366 3.297 5.77
0 3.569 5.77
1.366 3.297 5.77
2.524 2.524 5.77
3.297 1.366 5.77
3.569 0 5.77

4.022 0 6.661
3.716 -1.539 6.661
2.844 -2.844 6.661
1.539 -3.716 6.661
0 -4.022 6.661
-1.539 -3.716 6.661
-2.844 -2.844 6.661
-3.716 -1.539 6.661
-4.022 0 6.661
-3.716 1.539 6.661
-2.844 2.844 6.661
-1.539 3.716 6.661
0 4.022 6.661
1.539 3.716 6.661
2.844 2.844 6.661
3.716 1.539 6.661
4.022 0 6.661

4.475 0 7.552
4.134 -1.713 7.552
3.164 -3.164 7.552
1.713 -4.134 7.552
0 -4.475 7.552
-1.713 -4.134 7.552
-3.164 -3.164 7.552
-4.134 -1.713 7.552
-4.475 0 7.552
-4.134 1.713 7.552
-3.164 3.164 7.552
-1.713 4.134 7.552
0 4.475 7.552
1.713 4.134 7.552
3.164 3.164 7.552
4.134 1.713 7.552
4.475 0 7.552

4.928 0 8.443
4.553 -1.886 8.443
3.485 -3.485 8.443
1.886 -4.553 8.443
0 -4.928 8.443
-1.886 -4.553 8.443
-3.485 -3.485 8.443
-4.553 -1.886 8.443
-4.928 0 8.443
-4.553 1.886 8.443
-3.485 3.485 8.443
-1.886 4.553 8.443
0 4.928 8.443
1.886 4.553 8.443
3.485 3.485 8.443
4.553 1.886 8.443
4.928 0 8.443

5.381 0 9.334
4.971 -2.059 9.334
3.805 -3.805 9.334
2.059 -4.971 9.334
0 -5.381 9.334
-2.059 -4.971 9.334
-3.805 -3.805 9.334
-4.971 -2.059 9.334
-5.381 0 9.334
-4.971 2.059 9.334
-3.805 3.805 9.334
-2.059 4.971 9.334
0 5.381 9.334
2.059 4.971 9.334
3.805 3.805 9.334
4.971 2.059 9.334
5.381 0 9.334

5.834 0 10.225
5.39 -2.233 10.225
4.125 -4.125 10.225
2.233 -5.39 10.225
0 -5.834 10.225
-2.233 -5.39 10.225
-4.125 -4.125 10.225
-5.39 -2.233 10.225
-5.834 0 10.225
-5.39 2.233 10.225
-4.125 4.125 10.225
-2.233 5.39 10.225
0 5.834 10.225
2.233 5.39 10.225
4.125 4.125 10.225
5.39 2.233 10.225
5.834 0 10.225

6.287 0 11.116
5.808 -2.406 11.116
4.446 -4.446 11.116
2.406 -5.808 11.116
0 -6.287 11.116
-2.406 -5.808 11.116
-4.446 -4.446 11.116
-5.808 -2.406 11.116
-6.287 0 11.116
-5.808 2.406 11.116
-4.446 4.446 11.116
-2.406 5.808 11.116
0 6.287 11.116
2.406 5.808 11.116
4.446 4.446 11.116
5.808 2.406 11.116
6.287 0 11.116

6.74 0 12.007
6.227 -2.579 12.007
4.766 -4.766 12.007
2.579 -6.227 12.007
0 -6.74 12.007
-2.579 -6.227 12.007
-4.766 -4.766 12.007
-6.227 -2.579 12.007
-6.74 0 12.007
-6.227 2.579 12.007
-4.766 4.766 12.007
-2.579 6.227 12.007
0 6.74 12.007
2.579 6.227 12.007
4.766 4.766 12.007
6.227 2.579 12.007
6.74 0 12.007

7.193 0 12.898
6.645 -2.753 12.898
5.086 -5.086 12.898
2.753 -6.645 12.898
0 -7.193 12.898
-2.753 -6.645 12.898
-5.086 -5.086 12.898
-6.645 -2.753 12.898
-7.193 0 12.898
-6.645 2.753 12.898
-5.086 5.086 12.898
-2.753 6.645 12.898
0 7.193 12.898
2.753 6.645 12.898
5.086 5.086 12.898
6.645 2.753 12.898
7.193 0 12.898

7.648 0 13.97
7.066 -2.927 13.97
5.408 -5.408 13.97
2.927 -7.066 13.97
0 -7.648 13.97
-2.927 -7.066 13.97
-5.408 -5.408 13.97
-7.066 -2.927 13.97
-7.648 0 13.97
-7.066 2.927 13.97
-5.408 5.408 13.97
-2.927 7.066 13.97
0 7.648 13.97
2.927 7.066 13.97
5.408 5.408 13.97
7.066 2.927 13.97
7.648 0 13.97

7.946 0 14.887
7.341 -3.041 14.887
5.619 -5.619 14.887
3.041 -7.341 14.887
0 -7.946 14.887
-3.041 -7.341 14.887
-5.619 -5.619 14.887
-7.341 -3.041 14.887
-7.946 0 14.887
-7.341 3.041 14.887
-5.619 5.619 14.887
-3.041 7.341 14.887
0 7.946 14.887
3.041 7.341 14.887
5.619 5.619 14.887
7.341 3.041 14.887
7.946 0 14.887

7.982 0 15.851
7.375 -3.055 15.851
5.644 -5.644 15.851
3.055 -7.375 15.851
0 -7.982 15.851
-3.055 -7.375 15.851
-5.644 -5.644 15.851
-7.375 -3.055 15.851
-7.982 0 15.851
-7.375 3.055 15.851
-5.644 5.644 15.851
-3.055 7.375 15.851
0 7.982 15.851
3.055 7.375 15.851
5.644 5.644 15.851
7.375 3.055 15.851
7.982 0 15.851

7.754 0 16.788
7.164 -2.967 16.788
5.483 -5.483 16.788
2.967 -7.164 16.788
0 -7.754 16.788
-2.967 -7.164 16.788
-5.483 -5.483 16.788
-7.164 -2.967 16.788
