#(C) Copyright 1992 Alex Woo
# Hans-Bernhard Broeker 1996: changed ordering, to make
#   outside/inside correctly detectable by hidden3d
# Converted from PANAIR Network File
#whale.net
#NETWORK = DORSAL                10   4  NEW
   4.32022    0.00000    0.36768
   4.38578    0.00000    0.39855
   4.45157    0.00000    0.43078
   4.51276    0.00000    0.47023
   4.57293    0.00000    0.51716
   4.63204    0.00000    0.56553
   4.69551    0.00000    0.60832
   4.78457    0.00000    0.61867
   4.86637    0.00000    0.59655
   4.95352    0.00000    0.59879

   4.32022    0.00000    0.36768
   4.38618    0.00548    0.39731
   4.45239    0.01043    0.42827
   4.51439    0.01442    0.46603
   4.57541    0.01661    0.51094
   4.63550    0.01634    0.55759
   4.69929    0.01389    0.59942
   4.78699    0.00986    0.61163
   4.86783    0.00512    0.59387
   4.95352    0.00000    0.59879

   4.32022    0.00000    0.36768
   4.38785    0.01321    0.39207
   4.45587    0.02515    0.41767
   4.52124    0.03479    0.44835
   4.58581    0.04007    0.48474
   4.65004    0.03940    0.52419
   4.71522    0.03349    0.56199
   4.79720    0.02378    0.58200
   4.87394    0.01235    0.58257
   4.95352    0.00000    0.59879

   4.32022    0.00000    0.36768
   4.39136    0.02147    0.38377
   4.46261    0.04298    0.39989
   4.53378    0.06447    0.41599
   4.60459    0.06493    0.44012
   4.67604    0.06540    0.46447
   4.74649    0.06587    0.48847
   4.81657    0.04357    0.52581
   4.88446    0.02197    0.56199
   4.95352    0.00000    0.59879


   4.32022    0.00000    0.36768
   4.39136   -0.02147    0.38377
   4.46261   -0.04298    0.39989
   4.53378   -0.06447    0.41599
   4.60459   -0.06493    0.44012
   4.67604   -0.06540    0.46447
   4.74649   -0.06587    0.48847
   4.81657   -0.04357    0.52581
   4.88446   -0.02197    0.56199
   4.95352    0.00000    0.59879

   4.32022    0.00000    0.36768
   4.38785   -0.01321    0.39207
   4.45587   -0.02515    0.41767
   4.52124   -0.03479    0.44835
   4.58581   -0.04007    0.48474
   4.65004   -0.03940    0.52419
   4.71522   -0.03349    0.56199
   4.79720   -0.02378    0.58200
   4.87394   -0.01235    0.58257
   4.95352    0.00000    0.59879

   4.32022    0.00000    0.36768
   4.38618   -0.00548    0.39731
   4.45239   -0.01043    0.42827
   4.51439   -0.01442    0.46603
   4.57541   -0.01661    0.51094
   4.63550   -0.01634    0.55759
   4.69929   -0.01389    0.59942
   4.78699   -0.00986    0.61163
   4.86783   -0.00512    0.59387
   4.95352    0.00000    0.59879

   4.32022    0.00000    0.36768
   4.38578    0.00000    0.39855
   4.45157    0.00000    0.43078
   4.51276    0.00000    0.47023
   4.57293    0.00000    0.51716
   4.63204    0.00000    0.56553
   4.69551    0.00000    0.60832
   4.78457    0.00000    0.61867
   4.86637    0.00000    0.59655
   4.95352    0.00000    0.59879


#NETWORK = BODY-TOP-1            40   8  NEW
   0.00000    0.00000    0.00000
   0.06328    0.00000    0.06906
   0.24609    0.00000    0.15852
   0.49474    0.00000    0.24315
   0.73666    0.00000    0.31296
   0.97679    0.00000    0.35708
   1.21755    0.00000    0.39318
   1.44630    0.00000    0.35902
   1.69182    0.00000    0.43159
   1.94016    0.00000    0.43015
   2.17715    0.00000    0.41867
   2.39180    0.00000    0.40496
   2.59034    0.00000    0.39461
   2.80635    0.00000    0.38659
   3.03005    0.00000    0.37933
   3.24866    0.00000    0.37187
   3.46182    0.00000    0.36354
   3.67193    0.00000    0.35368
   3.88524    0.00000    0.34465
   4.10325    0.00000    0.34470
   4.32022    0.00000    0.36768
   4.53378    0.06447    0.41599
   4.74649    0.06587    0.48847
   4.95352    0.00000    0.59879
   5.18109    0.00000    0.67195
   5.40724    0.00000    0.73775
   5.64533    0.00000    0.81438
   5.91230    0.00000    0.87165
   6.17511    0.00000    0.85053
   6.18099    0.00000    0.84930
   6.19137    0.00000    0.84708
   6.24827    0.00000    0.83367
   6.32143    0.00000    0.81387
   6.39459    0.00000    0.79176
   6.46774    0.00000    0.76775
   6.54090    0.00000    0.74217
   6.61406    0.00000    0.71524
   6.68722    0.00000    0.68716
   6.76038    0.00000    0.65811
   6.83354    0.00000    0.64531

   0.00000    0.00000    0.00000
   0.06307    0.01063    0.06452
   0.24546    0.02728    0.14894
   0.49360    0.04617    0.23080
   0.73557    0.06575    0.30109
   0.97598    0.07743    0.34814
   1.21690    0.08641    0.38618
   1.44899    0.09365    0.39105
   1.69133    0.09943    0.42614
   1.93952    0.10366    0.42438
   2.17643    0.10632    0.41227
   2.39126    0.10769    0.39811
   2.59021    0.10735    0.38736
   2.80646    0.10571    0.37829
   3.03036    0.10333    0.36979
   3.24929    0.10007    0.36164
   3.46285    0.09565    0.35359
   3.67322    0.08959    0.34545
   3.88639    0.08173    0.33929
   4.10416    0.07295    0.34134
   4.32212    0.06512    0.36195
   4.53925    0.09015    0.40188
   4.75403    0.08576    0.47075
   4.96890    0.05555    0.56317
   5.19649    0.05097    0.63561
   5.42205    0.04615    0.70327
   5.65846    0.04320    0.77923
   5.91823    0.04155    0.84450
   6.17511    0.03492    0.83397
   6.18099    0.03503    0.83269
   6.19137    0.03541    0.83044
   6.24827    0.03219    0.81897
   6.32143    0.02831    0.80134
   6.39459    0.02463    0.78186
   6.46774    0.02044    0.75899
   6.54090    0.01644    0.73463
   6.61406    0.01239    0.70920
   6.68722    0.00815    0.68286
   6.76038    0.00447    0.65800
   6.83354    0.00000    0.64531

   0.00000    0.00000    0.00000
   0.06285    0.02147    0.05980
   0.24483    0.05394    0.13920
   0.49240    0.09053    0.21779
   0.73412    0.12941    0.28512
   0.97455    0.15405    0.33236
   1.21546    0.17277    0.37069
   1.44951    0.18761    0.39731
   1.68984    0.19916    0.40959
   1.93752    0.20725    0.40630
   2.17421    0.21208    0.39250
   2.38960    0.21444    0.37687
   2.58979    0.21337    0.36484
   2.80679    0.20931    0.35385
   3.03122    0.20368    0.34330
   3.25101    0.19648    0.33386
   3.46570    0.18728    0.32577
   3.67730    0.17529    0.31942
   3.89123    0.16023    0.31677
   4.10928    0.14340    0.32250
   4.32799    0.12766    0.34420
   4.54370    0.11662    0.39041
   4.75980    0.10939    0.45720
   4.98295    0.10175    0.53060
   5.21017    0.09243    0.60329
   5.43516    0.08319    0.67277
   5.66985    0.07732    0.74872
   5.92362    0.07658    0.81985
   6.17511    0.06946    0.81665
   6.18099    0.07026    0.81531
   6.19137    0.07039    0.81294
   6.24827    0.06406    0.80357
   6.32143    0.05637    0.78825
   6.39459    0.04890    0.77110
   6.46774    0.04075    0.74992
   6.54090    0.03291    0.72714
   6.61406    0.02488    0.70335
   6.68722    0.01652    0.67901
   6.76038    0.00894    0.65789
   6.83354    0.00000    0.64531

   0.00000    0.00000    0.00000
   0.06262    0.03285    0.05495
   0.24418    0.08119    0.12921
   0.49104    0.13493    0.20291
   0.73192    0.19048    0.26091
   0.97212    0.22881    0.30559
   1.21297    0.25860    0.34388
   1.44724    0.28198    0.37027
   1.68728    0.29942    0.38120
   1.93411    0.31067    0.37540
   2.17040    0.31655    0.35868
   2.38674    0.31890    0.34044
   2.58908    0.31630    0.32652
   2.80733    0.30862    0.31331
