#
# $Id: glass.dat,v 1.1.1.1 1998/04/15 19:16:41 lhecking Exp $
#
# 16x16 grid Glass shape. Created Using DRAWFN3D, Gershon Elber 1990.
#
  0.568000   0.000000  -0.911000
  0.518894   0.231026  -0.911000
  0.380066   0.422106  -0.911000
  0.175522   0.540200  -0.911000
 -0.059372   0.564888  -0.911000
 -0.284000   0.491902  -0.911000
 -0.459522   0.333862  -0.911000
 -0.555588   0.118094  -0.911000
 -0.555588  -0.118094  -0.911000
 -0.459522  -0.333862  -0.911000
 -0.284000  -0.491902  -0.911000
 -0.059372  -0.564888  -0.911000
  0.175522  -0.540200  -0.911000
  0.380066  -0.422106  -0.911000
  0.518894  -0.231027  -0.911000
  0.568000  -0.000000  -0.911000

  0.341741   0.000000  -0.905215
  0.312196   0.138999  -0.905215
  0.228669   0.253963  -0.905215
  0.105604   0.325015  -0.905215
 -0.035722   0.339869  -0.905215
 -0.170870   0.295956  -0.905215
 -0.276474   0.200870  -0.905215
 -0.334273   0.071052  -0.905215
 -0.334273  -0.071052  -0.905215
 -0.276474  -0.200870  -0.905215
 -0.170871  -0.295956  -0.905215
 -0.035722  -0.339869  -0.905215
  0.105604  -0.325015  -0.905215
  0.228669  -0.253963  -0.905215
  0.312196  -0.138999  -0.905215
  0.341741  -0.000000  -0.905215

  0.212153   0.000000  -0.863178
  0.193812   0.086290  -0.863178
  0.141958   0.157661  -0.863178
  0.065559   0.201770  -0.863178
 -0.022176   0.210991  -0.863178
 -0.106077   0.183730  -0.863178
 -0.171636   0.124701  -0.863178
 -0.207517   0.044109  -0.863178
 -0.207517  -0.044109  -0.863178
 -0.171636  -0.124701  -0.863178
 -0.106077  -0.183730  -0.863178
 -0.022176  -0.210991  -0.863178
  0.065559  -0.201770  -0.863178
  0.141958  -0.157661  -0.863178
  0.193812  -0.086291  -0.863178
  0.212153  -0.000000  -0.863178

  0.138097   0.000000  -0.764660
  0.126157   0.056169  -0.764660
  0.092405   0.102626  -0.764660
  0.042674   0.131338  -0.764660
 -0.014435   0.137340  -0.764660
 -0.069048   0.119595  -0.764660
 -0.111722   0.081171  -0.764660
 -0.135079   0.028712  -0.764660
 -0.135079  -0.028712  -0.764660
 -0.111722  -0.081171  -0.764660
 -0.069048  -0.119595  -0.764660
 -0.014435  -0.137340  -0.764660
  0.042674  -0.131338  -0.764660
  0.092405  -0.102626  -0.764660
  0.126157  -0.056169  -0.764660
  0.138097  -0.000000  -0.764660

  0.098588   0.000000  -0.618872
  0.090065   0.040099  -0.618872
  0.065968   0.073265  -0.618872
  0.030465   0.093763  -0.618872
 -0.010305   0.098048  -0.618872
 -0.049294   0.085380  -0.618872
 -0.079760   0.057949  -0.618872
 -0.096434   0.020498  -0.618872
 -0.096434  -0.020498  -0.618872
 -0.079760  -0.057949  -0.618872
 -0.049294  -0.085380  -0.618872
 -0.010305  -0.098048  -0.618872
  0.030465  -0.093763  -0.618872
  0.065968  -0.073265  -0.618872
  0.090065  -0.040099  -0.618872
  0.098588  -0.000000  -0.618872

  0.084164   0.000000  -0.452254
  0.076887   0.034232  -0.452254
  0.056317   0.062546  -0.452254
  0.026008   0.080044  -0.452254
 -0.008798   0.083703  -0.452254
 -0.042082   0.072888  -0.452254
 -0.068090   0.049470  -0.452254
 -0.082325   0.017499  -0.452254
 -0.082325  -0.017499  -0.452254
 -0.068090  -0.049470  -0.452254
 -0.042082  -0.072888  -0.452254
 -0.008798  -0.083703  -0.452254
  0.026008  -0.080045  -0.452254
