0.687151 -0.636061 0.351070
0.641845 -0.232436 0.730759
0.273514 -0.848211 0.453572
-0.550699 0.813122 0.188582
-0.347821 0.841382 0.413639
-0.829282 -0.509933 0.228604
0.399696 0.466770 0.788903
0.736650 0.020192 0.675973
-0.274921 -0.182391 0.944008
0.222153 -0.841996 0.491621
-0.461820 -0.755197 0.465189
0.294122 0.670369 0.681247
0.261892 0.211723 0.941587
-0.554902 0.477345 0.681341
-0.316651 -0.647984 0.692711
0.940858 -0.324848 0.096228
0.455903 -0.594463 0.662394
0.144714 -0.941617 0.304000
-0.417407 0.068704 0.906119
0.227478 -0.641231 0.732855
-0.636961 -0.237343 0.733450
0.302450 -0.701212 0.645620
0.355187 0.625974 0.694261
0.126868 0.938774 0.320325
-0.198825 -0.825277 0.528571
-0.605855 0.466076 0.644758
-0.979983 0.196939 0.029143
0.730081 -0.677485 0.089423
-0.733658 -0.065519 0.676353
0.593833 -0.583880 0.553576
0.630038 -0.757773 0.169798
0.214063 0.953829 0.210682
-0.210639 0.045720 0.976494
0.502269 -0.672584 0.543467
-0.713914 -0.019685 0.699956
-0.102652 0.225742 0.968764
-0.575935 0.679368 0.454707
-0.552680 0.325656 0.767133
-0.105718 0.489948 0.865318
-0.642008 0.237217 0.729077
0.912208 -0.302322 0.276546
0.685076 0.723350 0.086233
-0.730777 -0.226034 0.644107
-0.733895 -0.430285 0.525597
0.643521 -0.710952 0.283598
0.206564 0.497907 0.842271
-0.388945 -0.813833 0.431738
0.514538 -0.817664 0.258216
0.658314 0.496308 0.565952
0.588167 0.708096 0.390716
0.552130 0.427566 0.715779
-0.705121 0.320760 0.632390
-0.689813 0.688923 0.222582
0.553844 0.711779 0.432004
-0.046413 0.212599 0.976037
0.399406 -0.766162 0.503458
-0.233463 -0.160645 0.959004
0.529336 -0.621840 0.577163
0.606825 0.629365 0.485451
0.501835 0.612707 0.610534
-0.683857 0.450334 0.574055
-0.882283 0.443548 0.157614
0.586683 0.464120 0.663623
-0.595482 0.233864 0.768576
0.237607 -0.846347 0.476696
