#
#   sound velocity of a fibersymmetric (hexagonal) sample as a function
#   of sound propagation direction
#

# transverse sound velocity

-10.3984    901.543694
-7.9189     870.020424
-5.4692     853.260158
-3.0045     839.23203
-.53495     834.750014
1.93463     840.410742
4.4141	    851.117376
6.88863     863.944964
9.3582	    880.872578
11.80798    911.959288
14.28746    950.48207
16.76198    985.130382
19.23156    1017.133868
21.68134    1046.347008
24.16081    1079.445532
-67.08385   1277.516442
-62.13925   1359.931694
-59.67809   1375.789736
-57.19268   1404.580868
-54.73696   1415.251122
-52.25847   1419.318406
-49.81513   1415.531248
-47.33664   1399.891486
-44.87053   1383.527762
-42.38858   1361.550604
-39.92593   1334.389296
-37.45339   1297.594564
-35.08426   1261.600192
-32.60975   1234.10055
-27.67555   1123.552644
-25.19112   1076.742498
-22.72649   1022.579954
-20.27671   1012.579092
-17.80219   991.333172
-15.33261   962.007254
-12.87293   929.789126
-10.39841   901.543694

# longitudinal sound velocity

-133.71985  2698.424654
-128.79065  2609.981236
-123.85056  2513.054002
-118.90388  2454.88602
-113.9974   2379.808614
-109.04686  2346.520914
-104.10671  2335.50505
-99.16558   2325.387772
-99.2388    2330.841134
-89.31301   2323.146764
-84.3308    2326.442792
-79.42778   2324.561946
-74.48318   2330.200846
-69.53511   2341.886102
-64.62269   2358.420812
-54.74389   2547.760522
-49.81661   2664.427544
-54.74339   2544.79919
-49.8176    2663.990984
-44.87399   2771.99229
-39.92742   2903.862514
-35.08922   3017.277164
-30.13522   3177.443752
-25.20102   3243.044168
-20.27671   3309.503152
-15.34251   3430.23382
-10.39346   3491.563224
-5.47905    3527.797704
-.53495     3521.722244
4.424	    3534.156928
9.3582	    3502.026112
14.28746    3417.220694
19.23156    3326.430766
24.16577    3333.437554
29.08512    3154.669872
34.01933    2985.273678
58.6854     2537.464982
63.54537    2398.56978
68.48947    2360.465368
73.38903    2342.3263
78.34303    2338.204446
78.35293    2346.833782
83.28218    2353.800552
88.20649    2341.154864
93.15554    2347.070252
98.09469    2346.444516
103.019     2340.88929
107.94825   2370.928256
112.89236   2390.467954
117.84141   2423.224506
122.75087   2518.838422
127.69002   2626.152146
132.61927   2744.772774
137.54358   2872.190086
142.48768   3009.13532
147.43178   3129.091094
162.14531   3419.24706
167.05972   3540.199646
171.99887   3560.295958
176.94793   3557.676598
181.85244   3580.741518
186.78664   3539.606652
191.72579   3500.814658
196.63525   3452.109114
201.5843    3398.699636
206.51851   3289.159456
19.22166    3371.840282
24.17566    3323.469434
29.09997    3210.200304
34.02922    3116.194384
38.97828    2930.456294
43.89763    2813.53825
48.84174    2648.162046
53.78584    2577.766746
58.6854     2454.547686
63.54537    2416.326858
68.49442    2381.845894
73.40883    2355.983352
78.34303    2355.40491
80.8225     2347.830594
83.29703    2346.975664
85.75176    2353.211196
88.21639    2346.262616
90.68102    2353.909692
93.16544    2352.414474
95.62017    2353.942434
98.08974    2350.424488
100.56922   2357.947872
103.019     2367.624952
105.48856   2357.66047
107.93836   2374.264302
110.42773   2385.658518
112.89236   2390.98455
115.36688   2408.214118
117.83646   2443.0989
120.27634   2480.111912
122.75087   2537.221236
125.22539   2588.742592
127.68507   2612.185864
130.16949   2676.734898
132.62422   2752.696338
135.0839    2801.907564
137.54853   2889.768902
140.02306   2935.636806
142.48768   3018.062972
144.96221   3124.80553
147.42684   3171.179116
149.87662   3225.392592
157.26555   3344.591662
159.73513   3395.323572
162.15026   3421.142458
167.06467   3522.286134

