  -5.754699609675704E-004   1.432432432400000E-003   4.402831237555805E-004
  -5.660451830068009E-004   1.729729729700000E-003   4.838921164438004E-004
  -5.566204050460315E-004   1.351351351300000E-003   4.276234611947096E-004
  -5.471956270852622E-004   1.621621621600000E-003   4.685012443785777E-004
  -5.377708491244929E-004   1.405405405400000E-003   4.361038448353860E-004
  -5.283460711637234E-004   1.567567567600000E-003   4.606142836853834E-004
  -5.189212932029541E-004   1.270270270300000E-003   4.145795422749656E-004
  -5.094965152421847E-004   1.513513513500000E-003   4.525907758216662E-004
  -5.000717372814153E-004   1.729729729700000E-003   4.838921164438004E-004
  -4.906469593206459E-004   1.702702702700000E-003   4.800903489285062E-004
  -4.812221813598766E-004   1.594594594600000E-003   4.645743949560727E-004
  -4.717974033991072E-004   1.756756756800000E-003   4.876644492003285E-004
  -4.623726254383378E-004   1.351351351300000E-003   4.276234611947096E-004
  -4.529478474775684E-004   2.081081081100000E-003   5.308600848350686E-004
  -4.435230695167990E-004   2.054054054000000E-003   5.273945638263779E-004
  -4.340982915560296E-004   2.054054054000000E-003   5.273945638263779E-004
  -4.246735135952603E-004   2.081081081100000E-003   5.308600848350686E-004
  -4.152487356344909E-004   2.027027027000000E-003   5.239063081042037E-004
  -4.058239576737215E-004   2.729729729700000E-003   6.081852885003642E-004
  -3.963991797129521E-004   2.702702702700000E-003   6.051588248751016E-004
  -3.869744017521828E-004   2.567567567600000E-003   5.897961135133321E-004
  -3.775496237914134E-004   2.837837837800000E-003   6.201450529310199E-004
  -3.681248458306440E-004   2.540540540500000E-003   5.866758033256763E-004
  -3.587000678698746E-004   2.837837837800000E-003   6.201450529310199E-004
  -3.492752899091052E-004   3.486486486500000E-003   6.875968801047629E-004
  -3.398505119483358E-004   3.594594594600000E-003   6.982135219857317E-004
  -3.304257339875665E-004   4.594594594600000E-003   7.897745910109953E-004
  -3.210009560267971E-004   4.864864864900000E-003   8.127806604701474E-004
  -3.115761780660277E-004   4.405405405400000E-003   7.732707824546964E-004
  -3.021514001052583E-004   5.783783783800000E-003   8.866301171759729E-004
  -2.927266221444890E-004   6.081081081100000E-003   9.092661600206905E-004
  -2.833018441837196E-004   7.216216216200000E-003   9.910607198159050E-004
  -2.738770662229502E-004   7.567567567600000E-003   1.015077925812421E-003
  -2.644522882621808E-004   1.075675675700000E-002   1.212127043388920E-003
  -2.550275103014114E-004   1.367567567600000E-002   1.368699312584621E-003
