25. 1.0 .99443
25. 10.0 .9406
25. 20.0 .8749
25. 30.0 .8030
25. 40.0 .7195
25. 50.0 .6190
25. 60.0 .4844
25. 70.0 .3409
25. 80.0 .3170
25. 90.0 .3273
25. 100.0 .3451
25. 110.0 .3656
25. 120.0 .3872
25. 130.0 .4096
25. 140.0 .4321
25. 150.0 .4549
25. 160.0 .4777
25. 170.0 .5005
25. 180.0 .5223
25. 190.0 .5460
25. 200.0 .5687
25. 250.0 .6798
25. 300.0 .7889
25. 350.0 .8962
25. 400.0 1.0015
25. 450.0 1.1046
25. 500.0 1.2063
25. 600.0 1.4058
25. 700.0 1.6008
25. 800.0 1.7920

50. 1.0 .99571
50. 10.0 .9546
50. 20.0 .9066
50. 30.0 .8552
50. 40.0 .8013
50. 50.0 .7436
50. 60.0 .6818
50. 70.0 .6171
50. 80.0 .5541
50. 90.0 .5017
50. 100.0 .4706
50. 110.0 .4605
50. 120.0 .4622
50. 130.0 .4711
50. 140.0 .4841
50. 150.0 .4996
50. 160.0 .5166
50. 170.0 .5346
50. 180.0 .5533
50. 190.0 .5724
50. 200.0 .5906
50. 250.0 .6898
50. 300.0 .7888
50. 350.0 .8880
50. 400.0 .9851
50. 450.0 1.0813
50. 500.0 1.1758
50. 600.0 1.3615
50. 700.0 1.5430
50. 800.0 1.7208

75. 1.0 .99661
75. 10.0 .9647
75. 20.0 .9283
75. 30.0 .8904
75. 40.0 .8518
75. 50.0 .8124
75. 60.0 .7723
75. 70.0 .7323
75. 80.0 .6934
75. 90.0 .6572
75. 100.0 .6255
75. 110.0 .6012
75. 120.0 .5847
75. 130.0 .5756
75. 140.0 .5731
75. 150.0 .5770
75. 160.0 .5839
75. 170.0 .5937
75. 180.0 .6055
75. 190.0 .6188
75. 200.0 .6333
75. 250.0 .7149
75. 300.0 .8027
75. 350.0 .8916
75. 400.0 .9802
75. 450.0 1.0684
75. 500.0 1.1560
75. 600.0 1.3293
75. 700.0 1.4995

100. 1.0 .99727
100. 10.0 .9720
100. 20.0 .9438
100. 30.0 .9153
100. 40.0 .8866
100. 50.0 .8579
100. 60.0 .8295
100. 70.0 .8017
100. 80.0 .7749
100. 90.0 .7497
100. 100.0 .7268
100. 110.0 .7074
100. 120.0 .6913
100. 130.0 .6793
100. 140.0 .6712
100. 150.0 .6668
100. 160.0 .6657
100. 170.0 .6679
100. 180.0 .6728
100. 190.0 .6801
100. 200.0 .6889
100. 250.0 .7494
100. 300.0 .8233
100. 350.0 .9027
100. 400.0 .9839
100. 450.0 1.0653
