#
# $Id: battery.dat,v 1.1.1.1 1998/04/15 19:16:41 lhecking Exp $
#
50.000000 0.036990 2.500000 0.007039 
47.000000 0.036990 2.500000 0.007039 
44.000000 0.038360 2.500000 0.007053 
41.000000 0.042160 2.500000 0.007050 
38.000000 0.043200 2.500000 0.007018 
35.000000 0.046900 2.500000 0.007021 
32.000000 0.048840 2.500000 0.006963 
29.000000 0.052000 2.500000 0.006929 
26.000000 0.055470 2.500000 0.006947 
23.000000 0.060000 2.500000 0.006882 
20.000000 0.064660 2.500000 0.006879 
17.000000 0.069600 2.500000 0.006936 
14.000000 0.079800 2.500000 0.007080 
11.000000 0.086920 2.500000 0.007232 
8.000000 0.085500 2.500000 0.007262 
5.000000 0.101260 2.500000 0.008415 
2.000000 0.091000 2.500000 0.011203 
0.000000 0.081480 2.500000 0.011828 
